ecosystem	slug	target	note
ruby	Homebrew/brew	https://github.com/Homebrew/brew.git	gemfile
ruby	rubocop/rubocop	https://github.com/rubocop/rubocop.git	gemfile
ruby	sidekiq/sidekiq	https://github.com/sidekiq/sidekiq.git	gemfile
ruby	rspec/rspec-core	https://github.com/rspec/rspec-core.git	gemspec-nolock
ruby	puma/puma	https://github.com/puma/puma.git	gemfile
ruby	sinatra/sinatra	https://github.com/sinatra/sinatra.git	gemfile
ruby	mastodon/mastodon	https://github.com/mastodon/mastodon.git	gemfile+yarn
ruby	heartcombo/devise	https://github.com/heartcombo/devise.git	gemfile
php	laravel/framework	https://github.com/laravel/framework.git	composer-nolock
php	symfony/symfony	https://github.com/symfony/symfony.git	composer
php	composer/composer	https://github.com/composer/composer.git	composer.lock
php	guzzle/guzzle	https://github.com/guzzle/guzzle.git	composer
php	sebastianbergmann/phpunit	https://github.com/sebastianbergmann/phpunit.git	composer
php	Seldaek/monolog	https://github.com/Seldaek/monolog.git	composer
php	nextcloud/server	https://github.com/nextcloud/server.git	composer+npm
php	filamentphp/filament	https://github.com/filamentphp/filament.git	composer
php	bcit-ci/CodeIgniter	https://github.com/bcit-ci/CodeIgniter.git	legacy-nolock
php	laravel/laravel	https://github.com/laravel/laravel.git	composer.lock
dotnet	dotnet/runtime	https://github.com/dotnet/runtime.git	huge
dotnet	dotnet/aspnetcore	https://github.com/dotnet/aspnetcore.git	huge
dotnet	AutoMapper/AutoMapper	https://github.com/AutoMapper/AutoMapper.git	csproj
dotnet	JamesNK/Newtonsoft.Json	https://github.com/JamesNK/Newtonsoft.Json.git	csproj
dotnet	dotnet/efcore	https://github.com/dotnet/efcore.git	csproj
dotnet	serilog/serilog	https://github.com/serilog/serilog.git	csproj
dotnet	abpframework/abp	https://github.com/abpframework/abp.git	csproj-monorepo
dotnet	jellyfin/jellyfin	https://github.com/jellyfin/jellyfin.git	csproj
dotnet	PowerShell/PowerShell	https://github.com/PowerShell/PowerShell.git	csproj
dotnet	bitwarden/server	https://github.com/bitwarden/server.git	csproj
cpp	curl/curl	https://github.com/curl/curl.git	autotools-nolock
cpp	openssl/openssl	https://github.com/openssl/openssl.git	perl-build
cpp	protocolbuffers/protobuf	https://github.com/protocolbuffers/protobuf.git	bazel+cmake
cpp	opencv/opencv	https://github.com/opencv/opencv.git	cmake
cpp	nlohmann/json	https://github.com/nlohmann/json.git	cmake+meson
cpp	fmtlib/fmt	https://github.com/fmtlib/fmt.git	cmake
cpp	google/googletest	https://github.com/google/googletest.git	bazel+cmake
cpp	redis/redis	https://github.com/redis/redis.git	makefile
cpp	nginx/nginx	https://github.com/nginx/nginx.git	autotools
cpp	electron/electron	https://github.com/electron/electron.git	gn+yarn
elixir	elixir-lang/elixir	https://github.com/elixir-lang/elixir.git	mix-nolock
elixir	phoenixframework/phoenix	https://github.com/phoenixframework/phoenix.git	mix.lock
elixir	absinthe-graphql/absinthe	https://github.com/absinthe-graphql/absinthe.git	mix.lock
elixir	elixir-ecto/ecto	https://github.com/elixir-ecto/ecto.git	mix.lock
elixir	oban-bg/oban	https://github.com/oban-bg/oban.git	mix.lock
elixir	plausible/analytics	https://github.com/plausible/analytics.git	mix+npm
dart	flutter/flutter	https://github.com/flutter/flutter.git	pubspec-huge
dart	dart-lang/sdk	https://github.com/dart-lang/sdk.git	pubspec
dart	felangel/bloc	https://github.com/felangel/bloc.git	pubspec-monorepo
dart	flutter/packages	https://github.com/flutter/packages.git	pubspec-monorepo
dart	rrousselGit/riverpod	https://github.com/rrousselGit/riverpod.git	pubspec-monorepo
dart	localsend/localsend	https://github.com/localsend/localsend.git	pubspec.lock
swift	Alamofire/Alamofire	https://github.com/Alamofire/Alamofire.git	spm
swift	apple/swift-nio	https://github.com/apple/swift-nio.git	spm
swift	vapor/vapor	https://github.com/vapor/vapor.git	spm
swift	SwiftyJSON/SwiftyJSON	https://github.com/SwiftyJSON/SwiftyJSON.git	spm
swift	pointfreeco/swift-composable-architecture	https://github.com/pointfreeco/swift-composable-architecture.git	spm-resolved
swift	realm/realm-swift	https://github.com/realm/realm-swift.git	spm+cocoapods
scala	apache/spark	https://github.com/apache/spark.git	maven+sbt
scala	scala/scala	https://github.com/scala/scala.git	sbt
scala	akka/akka	https://github.com/akka/akka.git	sbt
scala	playframework/playframework	https://github.com/playframework/playframework.git	sbt
scala	zio/zio	https://github.com/zio/zio.git	sbt
terraform	terraform-aws-modules/terraform-aws-vpc	https://github.com/terraform-aws-modules/terraform-aws-vpc.git	hcl
terraform	terraform-aws-modules/terraform-aws-eks	https://github.com/terraform-aws-modules/terraform-aws-eks.git	hcl
terraform	cloudposse/terraform-aws-components	https://github.com/cloudposse/terraform-aws-components.git	hcl
terraform	terraform-aws-modules/terraform-aws-rds	https://github.com/terraform-aws-modules/terraform-aws-rds.git	hcl
terraform	GoogleCloudPlatform/terraform-google-network	https://github.com/terraform-google-modules/terraform-google-network.git	hcl
other	haskell/cabal	https://github.com/haskell/cabal.git	haskell-unsupported
other	commercialhaskell/stack	https://github.com/commercialhaskell/stack.git	haskell-unsupported
other	neovim/neovim	https://github.com/neovim/neovim.git	lua-c
other	LuaJIT/LuaJIT	https://github.com/LuaJIT/LuaJIT.git	lua-unsupported
other	Perl/perl5	https://github.com/Perl/perl5.git	perl-unsupported
other	JuliaLang/julia	https://github.com/JuliaLang/julia.git	julia-unsupported
other	crystal-lang/crystal	https://github.com/crystal-lang/crystal.git	shard.lock
other	ziglang/zig	https://github.com/ziglang/zig.git	zig-unsupported
other	ocaml/ocaml	https://github.com/ocaml/ocaml.git	opam-unsupported
other	erlang/otp	https://github.com/erlang/otp.git	rebar-unsupported
polyglot	supabase/supabase	https://github.com/supabase/supabase.git	pnpm-monorepo
polyglot	n8n-io/n8n	https://github.com/n8n-io/n8n.git	pnpm-monorepo
polyglot	appwrite/appwrite	https://github.com/appwrite/appwrite.git	php+ts
polyglot	hashicorp/vault	https://github.com/hashicorp/vault.git	go+ember
polyglot	apache/superset	https://github.com/apache/superset.git	python+js
polyglot	go-gitea/gitea	https://github.com/go-gitea/gitea.git	go+npm
polyglot	immich-app/immich	https://github.com/immich-app/immich.git	ts+dart
docker	nginx:latest	nginx:latest	container
docker	python:3.12-slim	python:3.12-slim	container
docker	node:22-alpine	node:22-alpine	container
docker	redis:7-alpine	redis:7-alpine	container
docker	postgres:17-alpine	postgres:17-alpine	container
docker	golang:1.23	golang:1.23	container
docker	eclipse-temurin:21-jre	eclipse-temurin:21-jre	container
docker	mcr.microsoft.com/dotnet/aspnet:8.0	mcr.microsoft.com/dotnet/aspnet:8.0	container
python	apache/superset-py	https://github.com/getsentry/sentry.git	python-monorepo
